source,component,file,non_theme_colors_before,non_theme_colors_remaining,status,colors_found_before,remaining_colors,categories_before
insights-ui,not-found,insights-ui/src/app/stocks/[exchange]/[ticker]/not-found.tsx,12,5,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-white x3; text-[#E5E7EB] x2; bg-gray-800; ring-gray-700; text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-black,white-black; arbitrary-hex; structural-gray
insights-ui,ReportFooter,insights-ui/src/components/ui/sections/ReportFooter.tsx,12,12,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; text-sky-300; border-sky-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-emerald-500/15; text-emerald-300; border-emerald-500/40,bg-sky-500/15; text-sky-300; border-sky-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40; bg-amber-500/15; text-amber-300; border-amber-500/40; bg-emerald-500/15; text-emerald-300; border-emerald-500/40,status-info; brand-indigo; status-warning; status-success
insights-ui,ImportEtfScenariosModal,insights-ui/src/app/admin-v1/etf-scenarios/ImportEtfScenariosModal.tsx,11,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x2; text-gray-300; text-red-500; border-gray-700/50; bg-gray-900/40; text-gray-200; text-gray-500; text-white; bg-[#111827]; border-[#374151],text-red-500,structural-gray; status-danger; white-black; arbitrary-hex
insights-ui,datepicker-custom,insights-ui/src/components/daily-stock-movers/datepicker-custom.css,11,11,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",border-gray-700; bg-gray-800; bg-gray-700; border-gray-600; text-gray-300; hover:bg-gray-600; bg-blue-600; hover:bg-blue-700; text-gray-600; border-gray-400; text-white,border-gray-700; bg-gray-800; bg-gray-700; border-gray-600; text-gray-300; hover:bg-gray-600; bg-blue-600; hover:bg-blue-700; text-gray-600; border-gray-400; text-white,structural-gray; status-info; white-black
insights-ui,StockScenarioCard,insights-ui/src/components/stock-scenarios/StockScenarioCard.tsx,11,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-800 x2; bg-gray-900; hover:border-blue-500; group-hover:text-blue-400; text-gray-300; text-gray-400; text-black; text-white; from-[#F59E0B]; to-[#FBBF24],hover:border-blue-500; from-amber-500; to-amber-400; text-black,structural-gray; status-info; white-black; arbitrary-hex
insights-ui,EtfGroupsIndex,insights-ui/src/components/etfs/EtfGroupsIndex.tsx,10,10,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black x2; from-[#F59E0B] x2; to-[#FBBF24] x2; hover:from-[#F97316] x2; hover:to-[#F59E0B] x2,from-amber-500 x2; to-amber-400 x2; hover:from-orange-500 x2; hover:to-amber-500 x2; text-black x2,white-black; arbitrary-hex
insights-ui,ManageTagsModal,insights-ui/src/components/favourites/ManageTagsModal.tsx,10,8,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hex:#3b82f6 x6; text-blue-400; hover:text-blue-300; text-red-400; hover:text-red-300,hex:#3b82f6 x6; text-red-400; hover:text-red-300,hex-literal; status-info; status-danger
insights-ui,Contact,insights-ui/src/components/home-page/Contact.tsx,10,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,focus:outline-indigo-600 x5; hover:text-indigo-400; bg-indigo-600; hover:bg-indigo-500; focus-visible:outline-indigo-600; text-white,focus:outline-indigo-600 x5; focus-visible:outline-indigo-600,brand-indigo; white-black
insights-ui,ImportantMetricsReport,insights-ui/src/components/ticker-reports/ImportantMetricsReport.tsx,10,0,fully migrated to theme tokens,border-gray-300 x9; text-gray-500,,structural-gray
insights-ui,QuarterlyMetricsChart,insights-ui/src/components/ticker-reportsv1/QuarterlyMetricsChart.tsx,10,10,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#7f78ff; hex:#10b981; hex:#f59e0b; hex:#3b82f6; hex:#ec4899; hex:#8b5cf6; hex:#1f2937; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex:#7f78ff; hex:#10b981; hex:#f59e0b; hex:#3b82f6; hex:#ec4899; hex:#8b5cf6; hex:#1f2937; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex-token-value(primary); hex-literal; hex-token-value(surface); hex-token-value(body); hex-token-value(surface-2 / border)
insights-ui,parse-markdown,insights-ui/src/util/parse-markdown.ts,10,10,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#126 x10,hex:#126 x10,hex-literal
insights-ui,industry-analysis-management/page,insights-ui/src/app/admin-v1/industry-analysis-management/page.tsx,9,0,fully migrated to theme tokens,bg-gray-800; border-gray-700/60; text-gray-300; border-indigo-400; text-indigo-300; border-gray-700/50; bg-gray-900/40; text-gray-400; text-white,,structural-gray; brand-indigo; white-black
insights-ui,industry-management/page,insights-ui/src/app/admin-v1/industry-management/page.tsx,9,0,fully migrated to theme tokens,bg-gray-800; border-gray-700/60; text-gray-300; border-indigo-400; text-indigo-300; border-gray-700/50; bg-gray-900/40; text-gray-400; text-white,,structural-gray; brand-indigo; white-black
insights-ui,TariffReportsAdminTable,insights-ui/src/app/admin-v1/tariff-reports/TariffReportsAdminTable.tsx,9,8,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-green-900; text-green-200; bg-red-900; text-red-200; bg-blue-900; text-blue-200; text-red-400; text-red-500; bg-gray-800/40,bg-green-900; text-green-200; bg-red-900; text-red-200; bg-blue-900; text-blue-200; text-red-400; text-red-500,status-success; status-danger; status-info; structural-gray
insights-ui,generate-ppt/page,insights-ui/src/app/generate-ppt/page.tsx,9,5,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-600 x2; dark:text-gray-400 x2; bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; border-blue-500,bg-red-100; dark:bg-red-900; text-red-700; dark:text-red-200; border-blue-500,structural-gray; status-danger; status-info
insights-ui,EtfCompetitionFullView,insights-ui/src/components/etf-reportsv1/EtfCompetitionFullView.tsx,9,8,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-sky-500/15 x2; border-sky-500/40 x2; text-sky-300 x2; bg-indigo-500/15; border-indigo-500/40; text-indigo-300,bg-sky-500/15 x2; border-sky-500/40 x2; text-sky-300 x2; bg-indigo-500/15; border-indigo-500/40,status-info; brand-indigo
insights-ui,chapter-section-page,insights-ui/src/components/industry-tariff/chapter/chapter-section-page.tsx,9,8,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-900; bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300; bg-teal-100; dark:bg-teal-900; text-teal-800; dark:text-teal-300,bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300; bg-teal-100; dark:bg-teal-900; text-teal-800; dark:text-teal-300,structural-gray; status-info; status-success
insights-ui,AddEditPortfolioModal,insights-ui/src/components/portfolios/AddEditPortfolioModal.tsx,9,0,fully migrated to theme tokens,border-gray-700 x3; bg-gray-800 x2; text-white x2; placeholder-gray-500; focus:ring-blue-500,,structural-gray; white-black; status-info
insights-ui,PortfolioCards,insights-ui/src/components/portfolios/PortfolioCards.tsx,9,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x2; group-hover:text-blue-300 x2; hover:border-blue-500; text-red-400; text-yellow-400; text-green-400; text-blue-500,hover:border-blue-500; text-red-400; text-yellow-400; text-green-400,status-info; status-danger; status-warning; status-success
insights-ui,CompetitionChartSection,insights-ui/src/components/ticker-reportsv1/CompetitionChartSection.tsx,9,8,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-amber-400 x2; text-white; hex:#3b82f6; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,text-amber-400 x2; hex:#3b82f6; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,status-warning; white-black; hex-literal
insights-ui,AddEditFavouriteModal,insights-ui/src/app/stocks/[exchange]/[ticker]/AddEditFavouriteModal.tsx,8,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x2; hover:text-blue-300 x2; text-red-500; border-red-500; hover:text-red-500; hover:border-red-600,text-red-500; border-red-500; hover:text-red-500; hover:border-red-600,status-info; status-danger
insights-ui,TickerCreationPage,insights-ui/src/app/stocks/[exchange]/[ticker]/create/TickerCreationPage.tsx,8,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,border-gray-200; dark:border-gray-700; bg-red-50; dark:bg-red-900/20; border-red-200; dark:border-red-800; text-red-600; dark:text-red-400,bg-red-50; dark:bg-red-900/20; border-red-200; dark:border-red-800; text-red-600; dark:text-red-400,structural-gray; status-danger
insights-ui,SourceLinksModal,insights-ui/src/components/analysis-templates/SourceLinksModal.tsx,8,0,fully migrated to theme tokens,text-blue-500; text-gray-400; bg-blue-600; text-blue-400; hover:text-blue-300; border-gray-700; text-gray-500; text-white,,status-info; structural-gray; white-black
insights-ui,StockMoversTable,insights-ui/src/components/daily-stock-movers/StockMoversTable.tsx,8,8,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300,text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300,status-success; status-danger; status-info
insights-ui,PresentationCard,insights-ui/src/components/presentations/PresentationCard.tsx,8,0,fully migrated to theme tokens,hover:bg-gray-50; dark:hover:bg-gray-800; text-gray-600; dark:text-gray-400; border-gray-200; dark:border-gray-700; text-blue-600; dark:text-blue-400,,structural-gray; status-info
insights-ui,IconButton,insights-ui/src/components/rjsf/IconButton/IconButton.tsx,8,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-red-500; hover:bg-red-700; bg-gray-100; text-gray-300; bg-gray-200; hover:bg-gray-500; text-gray-700; text-white,bg-red-500; hover:bg-red-700; text-white,status-danger; structural-gray; white-black
insights-ui,CountryAlternatives,insights-ui/src/components/stocks/CountryAlternatives.tsx,8,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x2; text-gray-400 x2; bg-gray-700/50; text-blue-100; hover:text-blue-300; text-gray-500,text-blue-400; text-blue-100,status-info; structural-gray
insights-ui,SelectMissingBar,insights-ui/src/app/admin-v1/etf-reports/SelectMissingBar.tsx,7,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-700; text-gray-200; hover:bg-gray-600; bg-amber-900/30; border-amber-700/40; text-amber-200; bg-amber-700/50,bg-amber-900/30; border-amber-700/40; text-amber-200; bg-amber-700/50,structural-gray; status-warning
insights-ui,RequestsSection,insights-ui/src/app/admin-v1/generation-requests/RequestsSection.tsx,7,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400 x2; border-blue-500; border-gray-500; border-red-500; border-green-500; bg-gray-800,border-blue-500; border-red-500; border-green-500,structural-gray; status-info; status-danger; status-success
insights-ui,SectionPagination,insights-ui/src/app/admin-v1/generation-requests/SectionPagination.tsx,7,0,fully migrated to theme tokens,text-gray-300 x3; hover:bg-gray-700 x2; border-gray-700/60; text-gray-400,,structural-gray
insights-ui,error,insights-ui/src/app/error.tsx,7,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-slate-900 x2; text-slate-900/10; ring-slate-900; text-slate-700; text-blue-600; hover:text-blue-800,text-slate-900/10,structural-gray; status-info
insights-ui,not-found,insights-ui/src/app/not-found.tsx,7,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-slate-900 x2; text-slate-900/10; ring-slate-900; text-slate-700; text-blue-600; hover:text-blue-800,text-slate-900/10,structural-gray; status-info
insights-ui,[invocationId]/page,insights-ui/src/app/prompts/[promptId]/invocations/[invocationId]/page.tsx,7,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-green-600; hover:bg-green-500; bg-blue-600; hover:bg-blue-500; border-gray-200; text-red-500; text-white,bg-green-600; hover:bg-green-500; text-red-500,status-success; status-info; structural-gray; status-danger; white-black
insights-ui,RelatedDailyMovers,insights-ui/src/components/daily-stock-movers/RelatedDailyMovers.tsx,7,7,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; hover:border-[#F97316]; text-[#F59E0B]; group-hover:text-[#F97316],text-green-600; dark:text-green-400; text-red-600; dark:text-red-400; hover:border-orange-500; text-amber-500; group-hover:text-orange-500,status-success; status-danger; arbitrary-hex
insights-ui,EtfCompetitionQuadrantWithLegend,insights-ui/src/components/etf-reportsv1/EtfCompetitionQuadrantWithLegend.tsx,7,7,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-amber-400 x2; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,text-amber-400 x2; hex:#f59e0b; hex:#34d399; hex:#818cf8; hex:#38bdf8; hex:#fb7185,status-warning; hex-literal
insights-ui,Hero,insights-ui/src/components/home-page/Hero.tsx,7,6,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-900; focus-visible:ring-amber-500; focus-visible:ring-offset-gray-800; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#FBBF24]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-amber-400; hover:to-amber-500; focus-visible:ring-amber-500; focus-visible:ring-offset-gray-800,structural-gray; status-warning; arbitrary-hex
insights-ui,email-sent-message,insights-ui/src/components/login/email-sent-message.tsx,7,5,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-white x2; from-indigo-500; to-purple-600; hover:border-indigo-500/50; from-blue-500; to-cyan-600,from-indigo-500; to-purple-600; hover:border-indigo-500/50; from-blue-500; to-cyan-600,white-black; brand-indigo; accent-other; status-info
insights-ui,ProfileGrid,insights-ui/src/components/portfolios/ProfileGrid.tsx,7,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x4; hover:border-blue-500; group-hover:text-blue-400; group-hover:text-blue-300,hover:border-blue-500,status-info
insights-ui,[etf]/page,insights-ui/src/app/etfs/[exchange]/[etf]/page.tsx,6,6,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-sky-500/15; text-sky-300; border-sky-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40,bg-sky-500/15; text-sky-300; border-sky-500/40; bg-indigo-500/15; text-indigo-300; border-indigo-500/40,status-info; brand-indigo
insights-ui,test-invocations/page,insights-ui/src/app/prompts/[promptId]/test-invocations/page.tsx,6,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500 x3; text-red-500 x2; border-gray-200,text-red-500 x2,structural-gray; status-danger
insights-ui,page-theme-light,insights-ui/src/app/styles/page-theme-light.scss,6,6,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#4338ca; hex:#3730a3; hex:#047857; hex:#065f46; hex:#b45309; hex:#92400e,hex:#4338ca; hex:#3730a3; hex:#047857; hex:#065f46; hex:#b45309; hex:#92400e,hex-literal
insights-ui,EtfScenarioDetailView,insights-ui/src/components/etf-scenarios/EtfScenarioDetailView.tsx,6,6,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black x2; from-[#F59E0B] x2; to-[#FBBF24] x2,from-amber-500 x2; to-amber-400 x2; text-black x2,white-black; arbitrary-hex
insights-ui,EtfCountryAlternatives,insights-ui/src/components/etfs/EtfCountryAlternatives.tsx,6,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x2; bg-gray-700/50; text-blue-100; hover:text-blue-300; text-gray-500,text-blue-100,status-info; structural-gray
insights-ui,EtfSortButton,insights-ui/src/components/etfs/EtfSortButton.tsx,6,6,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B]; text-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-amber-500; text-black,white-black; arbitrary-hex
insights-ui,FavouriteItem,insights-ui/src/components/favourites/FavouriteItem.tsx,6,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hover:text-blue-400; text-blue-400; hover:text-blue-300; text-red-400; hover:text-red-300; hex:#3b82f6,text-red-400; hover:text-red-300; hex:#3b82f6,status-info; status-danger; hex-literal
insights-ui,IndustryAnalysisGrid,insights-ui/src/components/portfolios/IndustryAnalysisGrid.tsx,6,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400 x3; hover:border-blue-500; hover:shadow-blue-500/10; text-yellow-400,hover:border-blue-500; hover:shadow-blue-500/10; text-yellow-400,status-info; status-warning
insights-ui,AppliedFilterChip,insights-ui/src/components/ui/AppliedFilterChip.tsx,6,6,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; hover:bg-white; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-black; hover:bg-white,white-black; arbitrary-hex
insights-ui,WaterfallChart,insights-ui/src/components/visualizations/WaterfallChart.tsx,6,5,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,hex:#888d94 x2; bg-white; hex:#49b86f; hex:#c92e5b; hex:#434857,hex:#888d94 x2; hex:#49b86f; hex:#c92e5b; hex:#434857,hex-literal; white-black
insights-ui,SelectIndustryAndSubIndustry,insights-ui/src/app/admin-v1/SelectIndustryAndSubIndustry.tsx,5,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,ring-gray-400; focus:ring-indigo-500; border-gray-300; text-blue-700; dark:text-blue-300,text-blue-300,structural-gray; brand-indigo; status-info
insights-ui,StatusLegend,insights-ui/src/app/admin-v1/generation-requests/StatusLegend.tsx,5,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-gray-400; bg-blue-500; bg-green-500; bg-red-500; bg-gray-800,bg-blue-500; bg-green-500; bg-red-500,structural-gray; status-info; status-success; status-danger
insights-ui,create/page,insights-ui/src/app/prompts/[promptId]/invocations/create/page.tsx,5,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-500 x3; text-red-500; border-gray-200,text-red-500,structural-gray; status-danger
insights-ui,detailed-analysis/page,insights-ui/src/app/stock-scenarios/[slug]/detailed-analysis/page.tsx,5,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-gray-400; bg-gray-900; text-white; text-[#E5E7EB]; text-[#FBBF24],text-amber-400,structural-gray; white-black; arbitrary-hex
insights-ui,AddEditNotesModal,insights-ui/src/app/stocks/[exchange]/[ticker]/AddEditNotesModal.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500 x2; border-red-500; hover:text-red-500; hover:border-red-600,text-red-500 x2; border-red-500; hover:text-red-500; hover:border-red-600,status-danger
insights-ui,CompetitionAnalysisButton,insights-ui/src/app/stocks/[exchange]/[ticker]/CompetitionAnalysisButton.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#38BDF8]; to-[#818CF8]; hover:from-[#0EA5E9]; hover:to-[#6366F1],from-sky-400; to-indigo-400; hover:from-sky-500; hover:to-indigo-500; text-black,white-black; arbitrary-hex
insights-ui,FavouriteButton,insights-ui/src/app/stocks/[exchange]/[ticker]/FavouriteButton.tsx,5,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-blue-700; hover:bg-blue-600; border-blue-600; text-red-400; text-white,text-red-400,status-info; status-danger; white-black
insights-ui,NotesButton,insights-ui/src/app/stocks/[exchange]/[ticker]/NotesButton.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-green-700; hover:bg-green-600; border-green-600; text-green-300; text-white,bg-green-700; hover:bg-green-600; border-green-600; text-green-300; text-white,status-success; white-black
insights-ui,TickerComparisonButton,insights-ui/src/app/stocks/[exchange]/[ticker]/TickerComparisonButton.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-black,white-black; arbitrary-hex
insights-ui,EtfChartTabsChartBody,insights-ui/src/components/etf-reportsv1/EtfChartTabsChartBody.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#10b981; hex:#7f78ff; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex:#10b981; hex:#7f78ff; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex-literal; hex-token-value(primary); hex-token-value(body); hex-token-value(surface-2 / border)
insights-ui,NumericFilterControl,insights-ui/src/components/etfs/NumericFilterControl.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black x2; bg-[#F59E0B] x2; ring-[#F59E0B],bg-amber-500 x2; text-black x2; ring-amber-500,white-black; arbitrary-hex
insights-ui,NewFeaturePill,insights-ui/src/components/home-page/NewFeaturePill.tsx,5,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-indigo-500/15; text-indigo-300; ring-indigo-400/30; hover:bg-indigo-500/25; hover:text-indigo-200,bg-indigo-500/15; text-indigo-300; ring-indigo-400/30; hover:bg-indigo-500/25,brand-indigo
insights-ui,TariffEngineeringRenderer,insights-ui/src/components/industry-tariff/renderers/TariffEngineeringRenderer.tsx,5,0,fully migrated to theme tokens,bg-gray-800 x2; bg-gray-900/40 x2; bg-gray-800/60,,structural-gray
insights-ui,PromptUpsertForm,insights-ui/src/components/prompts/PromptUpsertForm.tsx,5,0,fully migrated to theme tokens,text-gray-500 x5,,structural-gray
insights-ui,StockScenarioListingGrid,insights-ui/src/components/stock-scenarios/StockScenarioListingGrid.tsx,5,0,fully migrated to theme tokens,text-[#E5E7EB] x3; text-gray-400; text-gray-500,,arbitrary-hex; structural-gray
insights-ui,CompactSubIndustriesGrid,insights-ui/src/components/stocks/CompactSubIndustriesGrid.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-black,white-black; arbitrary-hex
insights-ui,CountryIndustriesGrid,insights-ui/src/components/stocks/CountryIndustriesGrid.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-black; from-[#F59E0B]; to-[#FBBF24]; hover:from-[#F97316]; hover:to-[#F59E0B],from-amber-500; to-amber-400; hover:from-orange-500; hover:to-amber-500; text-black,white-black; arbitrary-hex
insights-ui,HtsCodeSearch,insights-ui/src/components/tariff-calculator/HtsCodeSearch.tsx,5,4,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,placeholder-gray-400; focus:ring-amber-300/40; focus:border-amber-300/60; border-amber-400; text-red-400,focus:ring-amber-300/40; focus:border-amber-300/60; border-amber-400; text-red-400,structural-gray; status-warning; status-danger
insights-ui,FloatingNavigation,insights-ui/src/components/ticker-reportsv1/FloatingNavigation.tsx,5,1,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,bg-blue-600 x2; hover:bg-blue-700; bg-blue-500; bg-black/50,bg-black/50,status-info; white-black
insights-ui,PriceChart,insights-ui/src/components/ticker-reportsv1/PriceChart.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hex:#10b981; hex:#1f2937; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex:#10b981; hex:#1f2937; hex:#f3f4f6; hex:#d1d5db; hex:#374151,hex-literal; hex-token-value(surface); hex-token-value(body); hex-token-value(surface-2 / border)
insights-ui,TickerComparison,insights-ui/src/components/ticker-reportsv1/TickerComparison.tsx,5,5,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",hover:text-red-400; text-green-500; text-red-500; text-green-400; text-red-400,hover:text-red-400; text-green-500; text-red-500; text-green-400; text-red-400,status-danger; status-success
insights-ui,ticker-management/page,insights-ui/src/app/admin-v1/ticker-management/page.tsx,4,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-amber-600; dark:text-amber-400; bg-gray-800; dark:bg-gray-800,text-amber-600; dark:text-amber-400,status-warning; structural-gray
insights-ui,AddEditEtfFavouriteModal,insights-ui/src/app/etfs/[exchange]/[etf]/AddEditEtfFavouriteModal.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-500; border-red-500; hover:text-red-500; hover:border-red-600,text-red-500; border-red-500; hover:text-red-500; hover:border-red-600,status-danger
insights-ui,tariff-reports/page,insights-ui/src/app/tariff-reports/page.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-blue-500/10; text-blue-400; ring-blue-500/20; hover:bg-blue-500/5,bg-blue-500/10; text-blue-400; ring-blue-500/20; hover:bg-blue-500/5,status-info
insights-ui,ticker-reports/page,insights-ui/src/app/ticker-reports/page.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300,bg-blue-100; dark:bg-blue-900; text-blue-800; dark:text-blue-300,status-info
insights-ui,AddEditAnalysisTemplateReportModal,insights-ui/src/components/analysis-templates/AddEditAnalysisTemplateReportModal.tsx,4,0,fully migrated to theme tokens,border-gray-300; focus:ring-blue-500; text-gray-500; border-gray-200,,structural-gray; status-info
insights-ui,EtfScenarioLinkColumns,insights-ui/src/components/etf-scenarios/EtfScenarioLinkColumns.tsx,4,3,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-emerald-300; text-red-300; hover:bg-[#0f1623]; focus:border-[#F59E0B],text-emerald-300; text-red-300; focus:border-amber-500,status-success; status-danger; arbitrary-hex
insights-ui,ManageListsModal,insights-ui/src/components/favourites/ManageListsModal.tsx,4,2,structural colors migrated; remaining are sanctioned status/badge/chart/gradient colors,text-blue-400; hover:text-blue-300; text-red-400; hover:text-red-300,text-red-400; hover:text-red-300,status-info; status-danger
insights-ui,Pattern,insights-ui/src/components/home-page/Pattern.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",fill-blue-600 x2; fill-blue-500; fill-blue-300,fill-blue-600 x2; fill-blue-500; fill-blue-300,status-info
insights-ui,PortfolioStats,insights-ui/src/components/portfolios/PortfolioStats.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-red-400 x2; text-yellow-400; text-green-400,text-red-400 x2; text-yellow-400; text-green-400,status-danger; status-warning; status-success
insights-ui,StockTickerItem,insights-ui/src/components/stocks/StockTickerItem.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",text-green-300; hover:text-green-200; text-red-400; hover:text-red-300,text-green-300; hover:text-green-200; text-red-400; hover:text-red-300,status-success; status-danger
insights-ui,TariffCrossLinks,insights-ui/src/components/tariff-cross-links/TariffCrossLinks.tsx,4,4,"kept (sanctioned: status tones, chart palette, decorative gradients, or vendored styles)",bg-indigo-500/10; text-indigo-400; ring-indigo-500/20; group-hover:bg-indigo-500/20,bg-indigo-500/10; text-indigo-300; ring-indigo-500/20; group-hover:bg-indigo-500/20,brand-indigo
